Index,Season,S/C,Pos,G,A,A1,S,Ht,Wt,Hits,HitsT,BkS,GvA,TkA,TOI,GP,SAT% Relative,Pen Drawn,Pen Taken,SAT%,USAT %,On-Ice GF %,OZ Ratio,OZ Start%,NZ Start%,DZ Start%,FOW,FOL,ixG,iCF,18+ MPH Speed Bursts,20+ MPH Speed Bursts,22+ MPH Speed Bursts,Top Speed (MPH),GF,GA,xGF,xGA,oiSh%,oiSv%,PDO,TOI/GP
121,22-23,L,D,2,9,3,54,72,181,41,59,68,18,4,814.1,52,-2.3,6,8,45.4,45.5,42.3,56,35.3,36.9,27.7,0,0,2.35,105,168,7,0,20.83,25,35,28.25,34.16,7.69,91.16,98.85,15.66
909,22-23,L,L,16,20,10,150,73,210,35,122,33,41,24,971.68,61,-0.2,20,12,51.2,52,57.5,53.2,36.3,31.8,31.9,4,5,19.84,256,628,150,6,22.89,38,28,37.9,35.25,8.86,92.65,101.51,15.93
979,23-24,L,L,12,40,26,143,73,200,60,78,37,66,52,1411.18,81,1.4,19,19,52,52.4,45,62.5,41.8,33.1,25.1,15,16,17.79,270,410,44,0,21.94,41,50,46.47,47.36,7,90.72,97.72,17.42
792,22-23,L,L,13,15,10,126,74,205,96,78,22,27,49,851.02,67,3.4,17,14,55.2,55.4,54.6,51.1,32.9,35.7,31.4,7,6,16.7,228,473,101,2,22.3,35,29,42.42,30.19,8.5,91.71,100.21,12.7
979,24-25,L,L,28,34,26,153,73,200,50,60,64,88,23,1582.9,81,0.3,25,17,51.9,51.9,47.9,62.5,41.8,33.1,25.1,13,26,20.66,258,395,43,1,22.42,47,51,45.58,47.33,8.5,90.43,98.93,19.54
1425,22-23,L,R,8,17,12,72,73,200,11,25,31,47,21,968.87,64,-1,3,1,48,46.8,54.6,58.5,38.3,34.5,27.2,40,56,8.82,115,199,8,0,20.86,34,29,32.16,39.13,8.9,92.62,101.52,15.14
1397,22-23,R,R,16,11,8,99,73,206,56,92,27,13,36,818.23,67,2.6,7,6,49.9,50,52,51.1,35,31.4,33.5,31,32,11.21,152,447,78,1,22.77,39,36,34.29,32.45,10.18,90.5,100.68,12.21
1260,23-24,R,R,42,27,17,266,69,185,107,93,23,37,47,1467.38,82,1.4,11,20,49.5,50.9,55.6,58.3,41,29.7,29.3,6,18,30.56,472,324,23,0,21.12,54,43,49.4,46.2,9,92.32,101.32,17.89
1260,24-25,R,R,21,35,19,206,69,185,77,67,25,89,10,1402.2,78,-2.6,12,17,48.2,46.8,43,62.7,43.7,30.3,26,17,50,23.56,372,416,37,0,21.22,37,49,42.95,44.04,7.36,91.14,98.5,17.98
474,22-23,L,C,15,16,12,87,74,201,9,31,23,42,37,938.67,53,0.6,11,16,43.8,41.9,32.2,49,33.4,31.8,34.8,594,347,11.85,138,188,23,2,22.57,20,42,23.06,36.87,7.27,88.98,96.25,17.71
1346,22-23,L,L,10,19,14,163,71,195,60,87,23,20,27,1002.32,59,1.7,13,7,53.7,55.4,45.2,48.4,31.7,34.5,33.8,14,25,17.01,264,499,102,2,22.88,24,29,32.65,27.97,5.76,91.32,97.07,16.99
52,23-24,R,C,6,13,5,89,72,206,34,55,24,17,19,634.27,57,-1,8,4,48.8,50.4,46,47.6,31.3,34.2,34.4,162,161,6.84,170,489,108,8,23.16,23,27,20.82,21.76,8.07,89.81,97.88,11.13
862,22-23,L,C,10,31,20,121,70,193,78,124,60,33,38,1408.2,79,-3.4,11,10,47.7,46.4,46.1,51.4,33.6,34.7,31.7,171,213,19.48,222,334,26,1,22.14,36,42,45.13,50.87,7.42,92.42,99.84,17.83
1327,22-23,L,L,11,22,10,80,72,205,39,115,15,21,21,826.05,64,0.3,7,8,50.1,48.7,46.5,58.1,37.8,34.9,27.3,0,0,11.88,142,606,162,8,22.63,40,46,34.82,33.89,11.49,88.47,99.97,12.91
1415,22-23,L,L,10,4,2,89,73,203,163,130,43,12,18,841.43,77,-5.4,9,11,46.6,49,43.7,36.7,22.9,37.6,39.5,7,7,10.42,167,629,124,7,22.67,21,27,29.17,29.36,6.21,92.13,98.34,10.93
737,23-24,R,R,17,27,18,168,71,180,30,98,23,20,59,1360.7,78,3.3,12,7,53.8,52.3,58.3,52.6,36.8,30,33.2,31,42,23.87,307,582,78,2,22.4,49,35,50.87,38.77,8.6,92.72,101.32,17.44
1259,22-23,R,R,21,4,4,131,75,201,34,61,39,19,31,955.17,59,0.9,12,7,45.7,45.7,39,51.4,36.5,29,34.5,9,7,17.69,253,549,79,1,22.07,25,39,31.93,37.32,7.25,90.27,97.52,16.19
871,22-23,L,L,6,5,2,99,78,231,107,56,39,13,12,837.3,62,-6.1,11,13,45.8,47.1,46.7,47.9,30.8,35.7,33.5,2,12,11.37,190,416,72,4,22.56,29,33,29.82,32.39,8.63,91.47,100.1,13.5
1398,22-23,L,C,4,12,7,50,74,179,44,88,41,7,9,863.75,68,-8,7,9,40.7,41.5,38.4,35.3,20.8,41.2,38,181,293,6.61,82,796,149,1,22.06,20,32,25,33.77,7.12,91.62,98.74,12.7
871,23-24,L,L,10,18,10,107,78,231,141,57,65,21,30,1155.72,67,-4.5,12,25,47.2,48.6,50.7,47.9,32.3,32.5,35.2,17,40,11.42,194,331,33,0,21.72,36,35,35.44,33.15,9.23,91.07,100.3,17.25
750,22-23,L,C,10,13,8,140,74,207,93,118,42,36,40,1242.52,84,-0.2,15,22,51.6,51.3,49.2,39,25.9,33.4,40.6,549,474,13.46,268,653,80,1,22.54,35,36,43.68,40.76,6.72,92.55,99.26,14.79
702,22-23,L,C,14,13,9,122,72,190,69,85,12,15,36,799.05,71,-1.3,18,16,51.9,52.2,63.6,52,32.4,37.7,29.9,62,85,13.21,203,413,61,3,22.9,42,25,34.98,32.69,11.17,92.84,104.01,11.25
925,23-24,L,D,3,11,6,43,72,189,26,106,86,22,13,978.43,56,5.3,8,11,49.6,48.9,50,45.8,27.5,39.9,32.6,0,0,1.62,96,242,42,0,21.92,33,33,33.67,37.33,8.87,91.87,100.74,17.47
142,22-23,R,C,16,17,12,122,72,192,76,69,17,20,13,940.42,55,0.5,17,12,50.5,48.5,60.2,56.6,36.6,35.4,28.1,9,15,16.82,240,363,62,0,21.88,44,29,37.18,34.27,11.67,92.84,104.51,17.1
892,22-23,L,D,4,14,9,48,75,202,84,76,77,51,23,902.7,44,-5,10,12,43.2,42.6,40,44.4,27.1,39,33.9,0,0,2.6,107,334,80,9,24.2,30,45,26.47,36.36,10.1,88,98.1,20.52
1141,23-24,R,R,31,36,22,251,73,189,26,107,32,53,51,1503.2,82,8.1,14,11,51.5,50.7,53.8,55,36.8,33.2,30,3,6,26.85,495,926,207,10,22.56,56,48,53.37,55.16,9.15,91.47,100.62,18.33
1395,22-23,R,R,9,6,2,89,74,205,190,93,62,7,20,773.68,60,-0.3,7,11,46.6,49.5,47.9,46.9,29.8,36.5,33.7,1,5,13.28,157,402,90,3,22.26,23,25,34.14,35.87,5.82,93.47,99.3,12.89
1141,24-25,R,R,36,34,20,239,73,189,50,88,36,79,21,1433.57,82,4,22,10,51.5,51,64.2,56.3,39.6,29.6,30.8,5,10,27.89,449,754,159,9,23.14,62,35,52.55,43.19,11.29,92.97,104.27,17.48
1269,23-24,L,L,14,18,11,148,73,208,61,122,36,18,32,1201.05,82,1.8,18,18,60.4,60.6,47.6,45.3,27.9,38.4,33.7,48,47,17.2,294,644,129,6,22.63,41,45,45.96,33.35,7.44,88.61,96.05,14.65
1269,24-25,L,L,15,21,14,112,73,208,84,92,52,53,18,1208.43,79,0.2,7,9,58.6,59.3,54.7,48,30.5,36.6,33,35,37,16.22,245,517,107,4,22.29,40,33,46.2,38.02,8.05,91.29,99.34,15.3
999,22-23,L,D,2,3,1,79,74,200,117,104,75,18,9,795.32,61,-2.6,11,12,47.9,48.7,41.5,38.6,25.3,34.4,40.2,0,0,2.53,140,117,11,0,20.97,22,31,26.14,30.39,6.49,91.01,97.5,13.04
1026,22-23,R,C,12,20,13,125,68,191,49,34,25,22,33,927.72,56,-1.8,5,8,43.8,44.9,40,49.2,33.3,32.2,34.4,58,55,16.93,216,321,48,3,22.51,24,36,27.38,34.94,7.52,90.65,98.17,16.57
1376,22-23,L,R,17,30,15,158,76,210,54,62,37,26,31,1074.37,53,1.5,11,1,53.8,53.2,60.3,54.5,37.6,31,31.4,0,4,19.82,257,564,81,5,23.5,38,25,33.56,31.46,9.5,93.07,102.57,20.27
72,22-23,R,D,2,3,2,47,72,193,165,129,84,13,5,833.43,48,0.5,18,19,47.4,48.1,42.8,51.2,34.3,33,32.7,0,1,1.73,92,101,3,0,20.86,21,28,28.51,31.86,6.12,92.07,98.19,17.36
405,22-23,L,C,9,13,6,80,72,193,21,34,18,8,20,866.52,73,0.9,7,8,61.1,60.3,53.7,60.7,41.6,31.5,26.9,280,206,13.45,137,260,19,0,21.66,28,25,40.51,27.52,6.22,91.94,98.16,11.87
393,23-24,R,D,2,22,13,80,71,188,67,102,55,18,6,1024.25,71,2.4,3,5,55.3,55.1,53.7,59,41.6,29.6,28.9,0,0,4.29,190,288,44,1,22.02,43,37,38.96,34.26,9.09,90.49,99.58,14.43
393,24-25,R,D,4,24,11,86,71,188,80,133,77,72,15,1326.3,79,5.4,3,8,56.8,58,65.4,52.9,32.5,38.5,29,0,0,4.15,246,301,24,1,22.16,53,28,49.9,37.19,9.6,93.25,102.85,16.79
102,22-23,R,R,13,23,11,134,73,205,99,72,18,31,27,961.93,78,3.1,13,13,62.6,63.3,67.3,64,43.2,32.6,24.3,53,55,23.16,236,270,34,0,21.43,32,15,39.8,23.67,7.77,94.16,101.93,12.33
690,22-23,L,L,6,6,1,70,73,218,306,60,26,8,13,807.53,80,-2.7,23,31,44.9,46.9,37.5,51.1,32.2,37,30.8,3,8,7.61,131,270,20,0,21.14,18,30,25.49,29.93,6.1,91.43,97.53,10.09
399,23-24,L,C,10,20,7,123,76,220,142,79,41,28,25,1230.3,80,3.8,12,21,61.9,62,42.8,43.5,26.7,38.7,34.6,799,576,14.3,228,651,98,0,21.99,33,44,44.56,29.42,6.15,88.2,94.35,15.38
132,22-23,R,R,19,16,8,126,72,187,125,57,34,26,44,969.97,58,-2.7,26,21,47.7,46.1,48.3,52.3,34.4,34.1,31.4,83,97,18.74,228,347,51,2,22.71,29,31,28.54,35.24,9.06,92.03,101.09,16.72
1377,22-23,L,R,24,17,8,181,74,218,165,120,33,22,33,1270.37,78,4.2,23,10,53.7,52.1,52.2,56.7,36.1,36.3,27.6,8,5,22.3,302,571,79,0,21.96,46,42,49.68,42.29,8.47,91.95,100.43,16.29
1326,22-23,L,D,1,5,2,62,78,204,151,150,106,34,9,1411.93,81,-4.7,9,26,43,44.3,49.5,40.5,24.6,39.2,36.2,0,0,2.59,127,406,73,3,22.17,54,55,47.29,56.54,10.33,91.07,101.4,17.43
127,22-23,R,R,5,10,7,75,73,232,178,62,58,8,17,767.6,66,-3.5,17,27,42.7,43.2,32.8,27.9,18,35.3,46.7,2,13,9.43,139,434,83,0,21.94,21,43,29.26,36.54,6.38,90.27,96.65,11.63
1400,23-24,R,R,9,11,7,141,75,226,169,77,40,20,21,1206.15,78,-3.2,31,27,44.2,43.6,42.8,40.7,26.4,35.2,38.4,15,16,19.33,273,1051,333,30,23.25,36,49,36.13,50.97,8.35,91.75,100.1,15.46
1020,22-23,L,L,19,27,17,137,73,203,26,105,23,31,31,1319.2,80,1.3,16,4,50.9,49.6,54.2,49.8,34,31.8,34.2,23,29,15.94,233,852,186,9,22.74,45,37,45.23,41.11,8.52,92.97,101.49,16.49
1410,22-23,R,R,6,6,2,71,70,176,195,72,28,5,14,618.57,62,-2.9,24,16,50.2,52.9,56.7,28.3,17.8,37.1,45.1,1,3,7.43,112,565,148,19,23.59,21,16,21.45,17.31,8.27,93.28,101.55,9.98
56,23-24,R,D,3,7,4,44,77,220,112,70,85,8,8,752.32,51,-7.6,12,22,41.7,41.4,50,43.3,29.7,31.5,38.8,0,0,1.89,77,89,7,0,21.26,33,33,26.66,32.92,11.54,91.47,103.01,14.75
18,22-23,L,C,10,9,7,91,73,198,19,36,79,17,40,986.73,62,-6.4,4,10,44.9,48.4,49.2,41.4,28.8,30.5,40.7,217,233,11.75,148,142,7,0,21.65,31,32,30.89,30.33,9.23,90.33,99.56,15.92
1180,22-23,R,L,4,12,9,91,74,192,55,34,13,10,30,606.45,51,8.4,8,7,51.6,50.8,50.9,49.1,31.2,36.6,32.2,3,4,8.88,163,260,29,1,23.52,27,26,23.8,21.17,9.68,90.33,100.01,11.89
1042,22-23,L,C,7,18,8,98,71,187,61,122,32,8,24,940.3,71,-2.9,17,14,48.1,47.3,42.1,48,31.2,35,33.8,175,276,11.78,174,455,46,0,21.72,32,44,34.19,37.34,8,89.95,97.95,13.24
709,22-23,R,C,13,12,8,62,74,195,136,85,61,34,28,867.82,65,-0.8,20,12,50,52.1,53.4,16.4,11.1,32.6,56.4,433,419,7.93,108,461,50,0,21.8,31,27,29,27.88,9.12,90.78,99.9,13.35
873,22-23,L,L,10,7,6,119,72,201,97,39,34,10,25,739.52,57,-6.3,11,13,43,44.4,43.8,41.5,27.4,33.9,38.6,7,16,13.02,204,551,166,15,23.62,25,32,32.86,37.73,8.04,92.31,100.35,12.97
1241,23-24,L,D,0,9,3,25,72,193,40,61,27,6,3,377.77,30,-4.7,8,10,48.7,49.6,48.1,59.7,36.8,38.2,24.9,0,0,1.25,48,121,26,1,22.04,13,14,11.14,11.19,7.39,91.19,98.58,12.59
1195,22-23,L,L,6,9,4,75,73,191,64,59,24,13,15,771.9,73,-5.3,3,9,45.1,44.2,37,43.1,29.3,32,38.7,9,10,7.19,133,325,27,0,21.89,23,40,24.66,31.02,7.99,88.27,96.26,10.57
1256,23-24,R,D,8,17,9,123,75,218,211,98,109,43,46,1351.5,76,3.5,20,32,54.4,54.1,53.3,42.3,26.5,37.5,36.1,0,1,6.76,282,396,61,2,22.34,55,48,49.89,47.74,8.57,90.91,99.48,17.78
635,22-23,L,L,13,5,2,76,74,213,168,132,17,11,17,705.48,55,-6.9,11,6,42.6,42.7,45.6,48.4,32.6,32.8,34.7,11,13,8.97,131,439,114,6,22.45,26,31,26.94,34.2,8.41,92.31,100.72,12.83
1349,23-24,L,D,10,59,28,196,72,195,90,99,103,42,45,1958.77,81,3.2,22,22,53.1,53.3,63.8,60.4,42.1,30.3,27.6,0,0,13.31,434,458,47,0,21.87,83,47,80.52,62.28,9.33,94.06,103.38,24.18
758,22-23,R,R,4,6,2,50,75,203,126,77,28,21,15,786.52,66,-2.4,9,7,42,42.2,36.1,35.4,21.8,38.4,39.8,93,107,6.29,108,369,42,2,22.38,17,30,17.82,27.37,6.85,91.38,98.23,11.92
1349,24-25,L,D,14,48,19,172,72,195,49,95,113,78,32,1951.3,80,1.2,11,11,50.7,52,59,62.4,44.1,29.3,26.6,0,0,9.6,407,405,49,1,23.06,65,45,70.6,58.84,8.55,93.51,102.06,24.39
231,22-23,L,C,10,19,13,88,78,222,119,103,48,8,18,845.47,56,-0.3,27,20,45.7,46.7,50,49.3,31.4,36.3,32.3,203,195,14.18,150,455,96,3,22.51,31,31,27.07,27.62,10.76,90.61,101.37,15.1
1384,22-23,R,C,14,9,5,102,71,204,244,116,81,13,33,1102.08,77,-2.9,17,9,45.1,48.4,41.6,37.8,23.4,38.1,38.5,337,289,16.31,168,280,23,0,21.31,25,35,36.92,37.32,6.13,91.86,97.99,14.31
104,23-24,L,C,16,14,3,115,74,196,86,73,30,27,22,881.87,50,-0.1,17,11,49,49.6,42.6,52.9,33.4,36.9,29.7,328,301,12.92,201,594,134,12,22.95,26,35,24.29,28.6,8.28,89.16,97.44,17.64
42,22-23,R,D,0,2,2,42,74,205,47,71,49,10,10,764.12,51,-1.4,4,8,46.8,47.5,46.8,48.2,31.3,35.2,33.6,0,0,1.24,100,153,28,1,23.15,22,25,25.68,29.28,6.96,92.77,99.74,14.98
1449,22-23,L,D,0,4,2,33,74,200,49,32,80,16,10,792.13,52,-4.1,7,12,39.4,38,33.8,35.3,23.1,34.7,42.3,0,0,1.14,79,59,8,0,21.19,23,45,24.64,38.64,8.07,90.02,98.09,15.23
807,22-23,L,C,7,7,6,67,73,186,60,46,18,7,23,752.35,62,-0.3,9,4,44.4,42.8,29.2,45.1,28.4,37.1,34.5,3,6,8.99,130,509,140,15,23.22,19,46,24.31,34.14,6.48,88.32,94.81,12.13
756,22-23,L,L,17,13,8,131,78,208,47,93,6,38,25,1036.4,76,3.4,6,8,54.3,53.6,54.8,41.3,26.4,36.2,37.5,33,31,14.92,248,900,220,9,22.68,45,37,46.86,36.88,8.75,91,99.75,13.64
1084,22-23,L,L,6,8,4,59,76,212,108,35,40,20,23,707.82,51,3.5,5,11,47,47.9,35.5,32.7,18.1,44.4,37.4,154,164,7.58,111,324,35,0,21.6,16,29,19.5,22.89,6.96,88.97,95.93,13.88
836,22-23,R,R,9,5,3,53,76,230,105,43,13,10,13,492.17,57,-5.3,14,3,45.4,45.8,43.1,51.3,30.4,40.8,28.8,3,5,5.97,94,437,169,36,23.5,19,25,18.29,22.94,9.18,89.67,98.85,8.63
367,22-23,L,L,4,6,2,42,75,225,53,46,24,13,12,476.4,39,-0.6,6,11,46.1,45.7,34.4,47.3,32.7,30.7,36.5,5,5,4.08,92,276,66,0,21.95,10,19,14.98,21.26,5.56,91.2,96.76,12.22
855,22-23,R,C,3,3,0,65,71,190,114,86,60,8,11,844.37,70,-3.5,18,14,48.1,46.4,31.2,34.5,21.3,38.1,40.6,359,249,8.21,136,640,143,8,22.74,10,22,22.11,26.65,3.77,92.69,96.46,12.06
367,23-24,L,L,20,30,19,152,75,225,152,153,71,42,34,1470.73,82,3,12,26,48.3,48.2,50.4,53.1,34.8,34.4,30.7,10,10,21.63,309,501,85,2,22.76,53,54,54.34,58.37,9.08,91.25,100.32,17.94
367,24-25,L,L,18,33,16,133,75,225,194,106,62,71,16,1370.57,79,3,18,21,50.1,50.9,57,55.1,36.7,33.4,29.9,5,14,19.58,278,451,63,2,22.04,61,46,52.22,55,11.73,90.85,102.59,17.35
96,22-23,L,L,16,9,8,118,74,214,133,86,22,8,19,704.77,56,0.9,15,15,49.5,50.7,62.7,34.5,18.9,45.3,35.8,1,7,14.79,172,446,116,7,22.54,32,19,32.14,24.74,10.22,93.71,103.93,12.59
1426,23-24,R,R,5,9,6,70,76,214,76,46,29,10,20,665.57,59,5.8,12,3,49.4,47.4,37.7,47.8,32.4,32.2,35.4,6,11,5.23,138,502,147,23,23.53,20,33,18.42,27.85,7.25,89.49,96.74,11.28
76,22-23,L,R,3,19,10,74,77,230,53,89,16,19,16,745.38,53,0,10,15,52.4,53.2,61.6,45.9,29,36.8,34.2,51,57,9.84,145,459,116,6,23,37,23,27.3,24.53,11.75,91.84,103.59,14.06
1438,22-23,R,D,4,11,5,40,74,198,49,37,38,34,5,635.83,39,1.5,8,10,44.8,44.9,46.7,60.4,37.3,38.3,24.4,0,0,1.63,93,191,35,3,22.43,29,33,22.62,30.38,12.13,88.46,100.6,16.3
1012,22-23,L,L,6,12,6,107,74,221,290,147,62,30,29,1083.23,76,-1.1,25,31,49.1,48.5,43.9,45.9,29.9,34.9,35.2,10,13,13.46,190,706,156,4,22.77,29,36,39.31,40.57,6.64,92.53,99.17,14.25
1438,23-24,R,D,7,6,2,60,74,198,61,66,59,33,6,894.1,48,1.8,4,8,47,46.7,50,52.2,34.7,33.6,31.7,0,0,4.33,131,257,48,2,22.89,28,30,31.03,34.39,8.41,92.15,100.56,18.63
141,22-23,L,L,8,15,10,79,72,194,70,57,44,25,22,761.23,49,0.3,9,3,54.1,54.4,55.3,53.2,35.5,33.3,31.2,0,9,9.88,150,250,24,1,22.08,31,25,36.54,26.15,8.33,91.41,99.74,15.54
840,22-23,R,C,9,19,11,81,75,212,53,69,33,14,29,721.4,69,-3.2,10,9,49.8,52.8,58.5,52.6,35.2,33,31.8,297,307,9.5,131,332,49,0,21.87,41,30,32.35,30.05,12.54,89.86,102.4,10.46
1455,22-23,L,L,4,9,8,51,71,198,67,107,48,21,30,823.65,73,-4.3,11,10,47.3,47.6,38.2,48.3,30.3,37.2,32.5,322,294,5.28,87,309,29,0,21.8,18,29,22.19,28.18,6.87,91.21,98.08,11.28
663,23-24,R,R,10,16,8,86,68,193,109,85,46,12,27,1013.43,71,-0.6,10,9,47.3,47.8,44.3,42.9,29.3,31.7,39,173,184,13.13,171,801,211,12,22.93,39,49,35.02,39.59,9.42,88.99,98.41,14.27
13,22-23,R,D,1,4,3,54,75,231,114,52,50,25,5,688.85,46,-2.9,5,13,49.8,49.4,46.2,51.2,31.5,38.5,30,1,0,1.94,117,200,32,0,21.96,25,29,30.04,31.09,7.94,92.01,99.95,14.98
1300,22-23,L,C,11,12,9,78,75,204,40,72,20,41,23,808.58,57,2.5,6,9,53.9,52.6,50.9,49.7,29.6,40.5,29.9,288,310,9.69,144,787,237,21,23.31,27,26,32.06,24.6,8.31,91.28,99.58,14.19
777,23-24,R,D,2,28,16,132,72,208,83,48,104,35,35,1317.73,60,1.5,3,14,47.1,46.2,45.6,47.8,34.1,28.8,37.1,0,0,6.95,252,290,40,0,21.37,42,50,47.2,50.93,7.53,92.06,99.59,21.96
777,24-25,R,D,4,28,13,124,72,208,82,73,108,100,28,1751.13,78,-4,5,15,45.9,46,46.4,48.1,32.6,32.3,35.2,0,0,6.57,275,390,51,1,22.24,39,45,46.78,49.95,6.88,92.89,99.77,22.45
260,22-23,L,L,13,13,9,120,75,236,218,85,32,19,8,1002.57,74,-0.5,10,25,47.2,45.9,38.1,48.4,32.2,33.4,34.4,2,10,15.9,197,376,50,0,21.47,29,47,34.9,43.12,7.47,90.08,97.56,13.55
965,23-24,R,D,0,5,2,14,76,194,59,74,39,18,7,573.12,38,-0.4,2,11,45.6,44.5,56.2,52.3,33.3,36.4,30.4,0,0,0.51,45,123,16,0,21.27,27,21,18.41,24.12,12.5,91.92,104.42,15.08
105,22-23,L,L,7,11,5,69,75,199,69,82,31,22,20,828.47,66,-8.5,8,17,44.9,46.6,58.8,12.9,7.1,45.1,47.8,354,243,8.6,113,315,53,1,22.16,20,14,23.96,26,7.41,95.45,102.86,12.55
796,22-23,L,L,10,16,12,71,72,210,147,57,29,18,21,741.97,60,-4.5,18,18,46.9,48.4,70.2,20.6,10.9,47,42.1,40,32,8.41,116,168,16,0,21.9,33,14,24.03,23.53,11.38,95.05,106.43,12.37
1018,22-23,R,C,12,16,10,86,75,218,49,49,19,21,20,866.95,55,2.5,6,15,51.4,50.6,44,53.8,36,33,31,502,346,15.11,154,294,36,0,21.88,22,28,30.16,29.76,6.81,91.64,98.45,15.76
324,23-24,R,D,7,19,8,100,74,190,26,72,68,12,17,1153.12,70,1.6,1,11,52.5,52.3,39,58.5,39.3,32.8,27.9,0,0,6.08,255,321,44,2,22.34,25,39,35,31.59,5.84,90.03,95.87,16.47
150,22-23,L,C,6,19,9,49,75,207,76,50,18,17,26,645,45,-2.4,10,6,46.7,47.5,51.1,46.7,27.6,40.9,31.4,156,155,8.05,92,307,47,1,22.19,23,22,26.79,24.42,9.24,92.31,101.54,14.33
150,23-24,L,C,8,4,0,54,75,207,62,44,15,15,16,642.38,44,-5.8,16,6,45.1,45,38.8,48.7,30.2,38,31.8,78,130,7.44,94,348,49,0,21.87,14,23,19.37,25.19,6.28,91.51,97.79,14.6
417,22-23,R,R,17,21,13,113,75,210,31,45,23,22,47,833.2,43,4.3,10,5,52.5,54,60.3,55.1,43.2,21.6,35.2,0,3,18.49,190,97,10,0,20.98,36,23,32.93,23.14,10.17,91.9,102.07,19.38
1153,22-23,R,C,12,15,8,102,74,205,125,83,33,34,27,1022.6,70,-0.3,15,13,45,45.1,38.8,36.6,22.8,37.7,39.5,248,237,10.41,164,810,210,10,23.01,26,41,29.01,39.09,7.03,90.93,97.96,14.61
518,23-24,L,D,2,15,6,69,74,201,69,143,90,26,13,1298.38,68,0.8,12,6,48.9,48.9,58.4,48.9,31.2,36.3,32.6,0,0,4.07,159,309,27,1,22.28,53,38,46.85,44.84,10.43,93.09,103.52,19.09
1330,23-24,L,D,8,22,5,96,77,210,148,78,117,34,57,1724.98,80,-2.8,12,19,48.1,48.4,45.1,47.4,29.4,38,32.6,0,0,7.52,227,478,101,9,23.26,56,68,56.38,62.86,7.98,90.79,98.76,21.56
1330,24-25,L,D,7,20,11,110,77,210,107,85,110,97,47,1624.05,74,1,7,11,49.5,49.3,48.4,45.2,29.2,35.4,35.4,0,0,6.02,250,370,73,1,23.2,62,66,55.97,62.33,10.35,89.47,99.82,21.95
1047,23-24,L,R,13,6,4,91,73,215,26,63,18,16,17,810.03,61,0.8,8,10,50.2,51.4,53.3,52.6,30.8,41.4,27.8,13,10,8.92,168,201,18,0,21.69,24,21,26.25,27.64,6.63,93.81,100.44,13.28
892,23-24,L,D,6,16,7,95,75,202,116,147,178,43,25,1459.55,70,-1.8,11,25,45.5,46.3,44.8,39.3,25.2,35.7,39.1,0,0,4.43,186,381,67,13,22.72,48,60,45.8,55.96,8.87,90.05,98.92,20.85
713,22-23,L,C,11,6,3,94,70,182,84,32,40,18,4,726.45,63,-4.1,12,10,44.8,44.9,44,47.9,31.2,35,33.8,235,236,10.29,161,475,87,3,22.29,22,28,21.61,27.22,8.49,90.82,99.31,11.53
892,24-25,L,D,6,12,9,71,75,202,104,121,124,47,14,1164.67,55,-1.9,12,19,47,46.3,47.6,44.6,27.2,39,33.8,0,0,3.93,164,272,55,4,22.39,41,45,41.68,47.67,10.02,90.7,100.73,21.18
195,22-23,R,C,7,9,7,54,74,199,103,70,29,6,19,614.62,61,-2.4,12,7,44.7,46,50,44.3,24.9,43.8,31.3,2,2,5.36,96,519,103,2,22.71,23,23,19.63,24.68,9.09,91.39,100.48,10.08
1038,22-23,L,R,3,15,11,66,73,189,80,71,28,18,25,785.37,56,-3.3,23,14,49.5,48.7,52,34.1,19.4,43.2,37.5,3,6,8.97,124,449,108,5,22.86,26,24,26.69,27.27,9.25,92.55,101.8,14.02
560,23-24,R,R,8,8,4,61,69,178,31,77,18,6,25,707.5,59,2.6,7,9,53,52.1,45.4,54.7,35.4,35.2,29.4,38,69,9.08,107,425,75,0,21.97,15,18,20.83,17.99,6.12,92.47,98.59,11.99
608,22-23,L,D,0,4,0,24,72,190,24,44,24,12,7,498.43,33,0.7,3,8,53,52.3,48.9,58.2,37.2,36.2,26.7,0,0,1.16,51,115,18,0,21.12,24,25,23.88,23.5,9.34,88.69,98.03,15.1
418,22-23,R,D,6,5,3,92,75,210,54,54,59,15,6,639.03,48,0.1,7,16,57.7,56.2,52.7,61.8,43.6,29.4,27,0,0,2.44,208,93,8,0,20.77,29,26,25.9,24.84,8.48,90.23,98.71,13.31
1134,22-23,R,C,3,12,8,53,74,201,80,79,34,12,16,666.27,66,-4,9,6,49.2,51,44.8,62.5,41.6,33.4,25,220,183,5.32,96,611,185,17,23.3,22,27,23.37,21.6,7.94,89.62,97.56,10.1
1126,22-23,R,C,3,4,1,48,71,184,41,64,18,12,15,556.65,47,-1.4,8,4,50.1,50.5,40,48.8,31.2,36.1,32.7,0,5,6.58,114,332,78,3,22.25,14,21,22.27,21.64,6.45,90.99,97.44,11.84
359,22-23,L,D,1,2,2,39,72,204,89,65,74,22,21,643.43,44,-2.4,6,13,46.1,48.5,34.7,34.3,23.4,31.8,44.8,0,0,2.89,80,190,27,1,22.13,16,30,25.91,27.8,6.32,89.69,96.01,14.62
1053,22-23,R,R,15,19,14,116,73,194,99,58,20,20,17,903.15,66,-3,8,9,46.7,46.8,45.5,42.3,27.7,34.5,37.8,30,49,10.06,175,515,155,14,23.07,31,37,30.15,39.79,8.31,91.11,99.42,13.68
