Index,Season,S/C,Pos,G,A,A1,S,Ht,Wt,Hits,HitsT,BkS,GvA,TkA,TOI,GP,SAT% Relative,Pen Drawn,Pen Taken,SAT%,USAT %,On-Ice GF %,OZ Ratio,OZ Start%,NZ Start%,DZ Start%,FOW,FOL,ixG,iCF,18+ MPH Speed Bursts,20+ MPH Speed Bursts,22+ MPH Speed Bursts,Top Speed (MPH),GF,GA,xGF,xGA,oiSh%,oiSv%,PDO,TOI/GP
973,21-22,L,C,31,21,12,194,73,225,96,57,45,25,32,1365.78,70,1.8,14,20,51.1,50.8,52.1,43.4,30,30.8,39.2,841,634,25.38,304,742,178,8,23.33,37,34,38.34,41.97,6.68,93.61,100.29,19.51
1311,21-22,R,C,17,25,21,154,72,180,26,129,35,53,56,1356.38,82,-1.1,17,13,49.7,49,43.3,59.3,37.3,37,25.6,209,381,19.4,247,824,177,5,22.24,59,77,53.38,53.73,9.92,87.5,97.42,16.54
339,23-24,R,D,9,19,9,88,74,204,45,59,83,33,36,1416.88,67,3.7,9,24,50.7,49.6,43.9,51.1,32.9,35.7,31.4,0,0,5.24,206,265,44,0,21.94,54,69,54.51,55.92,9.02,89.37,98.38,21.15
1311,22-23,R,C,27,29,19,161,72,180,36,97,63,35,22,1357.95,82,-3.2,7,7,51.7,52.2,56.7,51.3,34.3,33,32.6,70,95,26.58,274,562,72,3,22.83,55,42,55.4,44.17,9.21,91.63,100.85,16.56
339,24-25,R,D,6,19,13,91,74,204,43,55,104,85,28,1333.77,70,0.8,11,22,49.3,49.4,50.4,49.3,32.4,34.4,33.3,0,0,5.85,191,274,29,1,22.07,56,55,46.95,48.9,10.79,89.22,100.01,19.05
1301,23-24,L,C,15,9,3,118,74,217,117,60,18,12,21,647.32,56,-0.8,11,15,50.6,51,61.7,42,27.9,33.5,38.6,6,4,10.04,193,483,143,17,23.45,29,18,20.52,21.6,9.54,93.79,103.33,11.56
454,21-22,R,R,37,30,15,192,72,193,6,109,27,46,35,1367.73,75,4,32,13,50.3,50.5,46.5,46.9,31.9,31.9,36.1,1,8,25.17,327,763,130,2,22.37,55,62,49.04,45.75,9.75,89.01,98.76,18.24
1014,21-22,L,C,23,21,11,160,74,204,80,45,56,29,33,1207.42,59,-1.4,13,11,46,45.7,48.3,44.4,30.4,31.5,38.1,642,556,20.49,266,447,65,0,21.56,43,46,36.1,49.28,9.68,91.56,101.24,20.46
454,22-23,R,R,23,38,22,188,72,193,12,90,23,27,43,1355.75,70,7.4,32,11,48.7,47,49.5,56.1,37,34.1,28.9,2,0,27.02,352,624,124,4,22.29,54,55,45.95,56.06,10.57,91.1,101.67,19.37
1014,22-23,L,C,26,19,11,214,74,204,129,70,70,25,28,1374.1,68,4.1,23,20,47.5,47.5,40.3,44.6,30.7,31.1,38.2,758,628,33.21,386,512,67,0,21.89,42,62,47.7,51.41,8,89.31,97.31,20.21
1014,23-24,L,C,22,13,5,155,74,204,119,49,74,19,24,1165.57,58,-0.5,14,14,47.9,48.4,48.7,47.7,31.7,33.7,34.7,604,509,20.43,278,537,96,0,21.96,39,41,38.3,42.16,9.42,91.16,100.58,20.1
737,21-22,R,R,21,23,13,164,71,180,48,85,40,34,50,1418.23,79,-1.6,7,7,49.4,49.5,45.6,57.8,38.3,33.7,27.9,6,14,20.51,310,602,82,0,21.94,47,57,43.84,48.12,8.74,89.89,98.63,17.95
1067,21-22,L,L,3,4,2,58,74,212,138,60,20,7,16,585.3,59,-2.4,16,10,47.2,48.1,39.3,36,21,41.7,37.3,7,12,6.37,100,315,71,5,22.68,13,20,19.38,20.06,5.37,92.7,98.07,9.92
737,22-23,R,R,20,43,32,177,71,180,44,66,25,33,55,1368.12,82,-0.7,9,16,52.2,52,56.8,57.2,37.9,33.8,28.3,34,43,20.29,321,528,69,0,21.66,67,50,53.22,47.88,11.9,89.71,101.61,16.68
1067,22-23,L,L,5,11,7,68,74,212,85,42,15,17,24,701.2,58,3.4,11,10,47,46.9,38.2,35.5,21.4,39.7,38.9,3,12,7.72,138,254,40,1,22.02,18,29,20.83,28.87,7,90.82,97.83,12.09
111,21-22,R,R,34,46,34,256,72,200,19,90,30,33,59,1480.05,81,0,10,8,53.6,53.7,45.8,59.9,41.7,30.4,27.9,34,31,31.73,467,664,121,4,23,54,65,56.92,45.83,8.54,89.02,97.56,18.27
1067,23-24,L,L,7,6,3,70,74,212,82,32,14,19,24,677.25,59,1.7,5,6,48.2,48.3,38.4,46.6,31.9,31.5,36.6,17,22,6.97,128,300,50,2,22.41,15,24,23.41,25.41,5.49,91.75,97.25,11.48
111,22-23,R,R,40,47,27,293,72,200,18,98,26,37,70,1520.45,82,2.1,17,14,52.5,54,59.8,64.1,43.8,31.6,24.5,25,34,37.52,516,631,136,4,22.64,64,43,68.62,53.54,9.65,92.27,101.92,18.54
348,22-23,L,L,15,22,14,154,68,180,57,96,39,34,48,1292.78,82,-2.9,14,11,47.6,48.6,53.9,58.2,38.6,33.6,27.7,20,19,18.41,259,618,134,6,22.47,48,41,50.25,51.47,9.06,92.78,101.84,15.77
1138,21-22,L,C,24,54,34,208,74,207,42,48,25,51,54,1602.15,79,-0.9,23,18,49.6,50.5,54.9,74.7,48.1,35.6,16.3,507,659,24.65,345,1187,308,22,23.19,57,46,45.91,49.18,10.46,91.47,101.92,20.28
348,23-24,L,L,4,11,7,50,68,180,19,65,35,6,20,632.83,57,-1.8,4,6,48.3,49.6,46.6,49.4,27.9,43.6,28.5,4,7,4.3,89,355,70,4,22.42,22,24,19.14,21.9,9.28,90.44,99.72,11.1
1138,22-23,L,C,12,43,25,172,74,207,43,34,29,63,43,1462.83,81,-2.7,15,28,47.9,46.8,47.4,62.1,41.1,33.8,25.1,508,561,18.24,320,864,142,6,22.7,46,51,43.26,57.87,9.58,90.93,100.51,18.06
348,21-22,L,L,19,24,14,129,68,180,45,97,44,12,38,1085.3,71,-0.6,16,7,50,50.8,48.7,58.3,38,34.9,27.1,11,16,15.77,214,615,123,4,22.59,39,41,35.84,38.01,8.71,90.83,99.53,15.29
985,22-23,L,D,4,6,3,46,69,177,16,33,10,7,9,527.07,47,1.3,1,6,53.6,51.6,54,49.3,29.5,40.2,30.3,0,0,1.82,97,101,16,0,21.35,20,17,20.06,19.58,7.78,93.06,100.84,11.21
985,21-22,L,D,3,14,8,67,69,177,22,75,48,19,11,762.65,50,0.9,3,6,49.6,50.6,48.3,55.5,36.2,34.8,29,0,0,2.5,127,108,5,0,20.71,30,32,30.39,30.15,7.77,91.42,99.19,15.25
926,21-22,R,R,34,31,21,239,72,197,72,88,48,30,35,1490.8,82,2.9,35,39,53,53.1,65.5,56.9,36.6,35.7,27.7,513,631,28.62,421,442,48,1,22.08,76,40,51.5,45.98,12.1,93.01,105.11,18.18
1258,21-22,L,L,32,48,29,242,69,180,78,101,20,62,40,1347.38,70,11.1,33,35,62.6,63.3,60.4,59.1,41.9,29.1,28.9,14,27,27.58,397,552,89,1,22.1,53,34,50.58,28.53,7.58,91.1,98.68,19.25
1258,22-23,L,L,21,46,31,183,69,180,81,99,22,84,42,1352.55,73,8.1,41,37,56.9,56.4,70.1,60.4,47.3,21.7,31,22,35,23.49,335,558,72,0,21.63,47,20,53.37,37.98,8.23,95.41,103.64,18.53
862,21-22,L,C,11,53,27,117,70,193,92,118,45,51,57,1633.17,80,-1.6,26,15,48.4,48.7,50.9,58.1,38.7,33.4,27.9,569,637,14.48,219,318,30,1,22.12,52,50,45.44,45.27,9.68,91.48,101.17,20.41
1258,23-24,L,L,29,38,21,207,69,180,115,124,35,80,48,1566.35,82,2.4,46,36,49.3,48,54.3,49.7,36.3,27.1,36.7,24,31,27.04,382,626,90,0,21.97,50,42,47.24,42.71,10.18,92.31,102.49,19.1
450,21-22,L,C,27,49,21,237,73,217,90,95,44,65,40,1427.85,79,-1.9,18,16,52.5,52.5,48.3,57.2,40.7,28.8,30.5,813,529,36.27,429,574,57,1,22.6,57,61,57.6,46.75,9.27,89.8,99.07,18.07
450,22-23,L,C,36,44,27,277,73,217,112,118,36,54,46,1412.52,80,0.8,8,17,51.7,51.7,53,55.9,39.3,29.7,31,726,519,46.65,464,605,83,0,21.99,52,46,54.96,46.79,9.14,90.98,100.12,17.66
356,21-22,L,C,16,15,9,148,72,202,98,68,43,24,24,1082.35,79,-0.2,15,17,47.7,46.1,38.2,59.2,38.2,35.4,26.4,362,417,17.07,254,641,108,3,22.1,34,55,37.4,44.78,7.73,89.8,97.52,13.7
356,22-23,L,C,3,8,5,93,72,202,105,70,36,15,17,851.78,64,-1.7,4,11,44.2,44.6,31.2,55.8,37.4,32.9,29.6,308,388,10.76,179,362,46,1,22.59,21,44,28.5,35.81,6.54,89.24,95.78,13.31
356,23-24,L,C,13,19,12,157,72,202,119,86,74,21,31,1241.2,77,0.7,12,20,48.4,47.8,48.8,53.2,34.1,35.9,30,450,522,17.39,277,596,64,0,21.7,43,45,39.31,49.01,8.76,91.8,100.56,16.12
324,21-22,R,D,4,19,12,92,74,190,40,95,87,25,13,1252.08,74,0.7,2,8,51.3,52.3,45.7,58.4,36.8,37.1,26.2,0,0,5.4,205,423,67,1,22.33,43,51,44.58,42.61,8.1,89.96,98.06,16.92
324,22-23,R,D,7,27,12,98,74,190,30,97,72,24,14,1298.63,73,-3.2,3,20,50.4,50.7,55,54.7,36.3,33.7,30,0,0,5.55,215,378,43,0,21.54,50,40,44.89,46.6,9.69,91.4,101.09,17.79
362,21-22,R,C,7,21,10,87,73,200,188,80,44,25,19,1276.82,79,-0.2,7,15,49.4,48.8,47,35.8,21.2,40.9,37.9,719,573,10.82,163,472,69,1,22.3,32,36,35.97,38.18,7.32,92.44,99.76,16.16
362,22-23,R,C,12,18,5,87,73,200,164,71,72,27,32,1297.85,82,-3.2,19,10,44.9,45.3,46,33.9,21.2,37.7,41.2,593,515,14.3,179,450,71,1,22.36,35,41,40.26,47.35,7.99,92.22,100.21,15.83
362,23-24,R,C,15,20,15,131,73,200,137,102,57,31,33,1342.47,81,-2.9,17,19,48.9,49.6,47.8,36.9,23.6,36.1,40.3,618,558,20.16,235,556,87,3,22.31,34,39,40.22,39.02,7.26,92.07,99.34,16.57
2,21-22,R,R,28,29,18,215,72,175,85,96,31,33,57,1435.98,80,3.5,22,8,50.6,49.5,39.8,50.2,33.4,33.4,33.1,10,13,27.47,402,625,90,1,22.01,41,62,47.18,49.28,7.3,89.89,97.18,17.95
2,22-23,R,R,20,25,12,198,72,175,63,101,38,20,56,1265.5,81,1.6,12,8,53.9,54.5,52.1,54.1,32.9,39.2,27.9,18,41,24.21,358,567,85,1,22.08,49,45,45.23,45.53,9.28,89.77,99.05,15.62
365,23-24,L,D,13,34,16,185,75,210,69,88,90,36,44,1702.25,80,-2.1,13,20,57.6,56.8,52,54.1,36.1,33.2,30.7,0,0,9.49,412,418,72,4,22.3,50,46,58.16,51.28,6.99,92.37,99.36,21.28
365,24-25,L,D,10,23,10,156,75,210,52,90,93,101,32,1795.07,82,-0.4,10,21,49.9,48.6,37.9,52.8,34.1,35.4,30.5,0,0,9.09,313,508,71,3,22.36,44,72,57.86,61.18,6.73,89.93,96.66,21.89
576,21-22,R,C,29,52,33,219,74,208,67,75,47,58,62,1590.8,81,1.8,13,6,48.3,49.6,58.5,47.7,30,37.2,32.8,700,638,26.6,383,1033,241,7,23.28,55,39,46.92,45.21,10.24,92.56,102.8,19.64
576,22-23,R,C,39,52,32,251,74,208,71,71,48,67,57,1636.9,82,-0.1,24,10,49.6,50.7,60,48.2,31,35.7,33.3,692,706,30.53,440,1091,221,8,23.16,51,34,47.64,49.7,9.17,93.62,102.79,19.96
1437,21-22,R,D,7,34,17,149,71,197,27,96,73,43,14,1384.27,73,-2.8,5,9,50.3,47.9,54,51.9,35.7,31.1,33.2,0,0,6.43,297,231,20,1,22.24,54,46,46.22,47.84,9.63,92.42,102.05,18.96
471,23-24,L,L,37,37,28,357,76,226,294,106,34,49,48,1550.52,81,8.4,45,38,55.8,56.9,52,53.2,32.8,38.3,28.9,200,180,36.72,567,517,89,1,22.37,64,59,61.6,48.75,8.42,89.88,98.3,19.14
113,21-22,L,R,18,35,24,122,71,180,41,87,51,25,46,1462.93,82,-2,17,13,46.2,45.2,43.3,49.2,32.4,34.1,33.5,14,16,15.77,208,495,71,1,22.28,59,77,44.49,59.2,10.75,88.66,99.41,17.84
1154,21-22,L,L,19,12,6,110,74,191,108,108,26,28,44,1105.3,79,0.8,14,17,47.6,46.8,50.6,56,36.6,34.6,28.8,14,34,11.88,193,670,117,3,23.28,39,38,39.26,40.34,8.94,92.29,101.24,13.99
372,22-23,L,D,0,5,1,58,74,200,102,87,76,31,25,933.2,60,0,18,27,54.2,55.3,49.1,50.5,34.5,31.7,33.8,0,0,3.57,128,151,15,1,22.72,29,31,43.27,33.58,6.4,91.44,97.84,15.55
372,23-24,L,D,5,10,3,60,74,200,117,99,101,29,16,1014.33,63,-5.9,18,26,47.8,47.6,44.4,41.9,28.1,32.8,39.1,0,0,3.44,129,183,22,1,22.76,40,50,28.85,35.22,10.99,87.71,98.7,16.1
799,21-22,L,D,4,10,3,64,76,216,133,135,100,32,15,1376.23,76,-4.8,14,17,50.9,51.9,47.1,41.2,27.1,34.3,38.6,0,0,1.86,132,182,13,0,20.72,43,46,40.74,38.45,7.28,90.65,97.93,18.11
372,21-22,L,D,4,4,2,63,74,200,73,72,40,13,12,626.32,45,0.7,11,15,57.3,57.6,54.7,56.2,38.5,31.5,30,0,0,3.09,128,107,15,0,21.59,23,19,27.24,23.45,7.54,91.36,98.9,13.92
993,21-22,R,L,27,27,18,213,73,206,74,137,31,33,29,1479.33,76,0.7,20,18,52.6,51.6,46.5,54.3,36.8,32.3,30.9,41,44,31.47,353,783,245,10,22.74,47,54,57.07,49.47,7.5,90.95,98.45,19.46
374,22-23,L,R,4,13,10,64,75,195,198,116,25,15,29,879.23,69,-2.3,21,21,46.6,46.8,40.9,34,20.4,39.9,39.7,0,5,9.64,118,503,102,4,23.08,18,26,27.61,31.07,6.12,92.46,98.59,12.74
993,22-23,R,L,36,47,27,276,73,206,77,157,19,30,33,1591.9,79,1.4,25,18,53.1,52,54.8,52,35.4,32,32.7,6,6,48.07,430,664,189,12,22.92,80,66,76.12,58.78,11.07,89.61,100.67,20.15
374,23-24,L,R,9,14,7,112,75,195,235,144,32,26,36,1095.15,80,-3.7,20,20,48.1,48.6,49.2,36.8,20.6,44.1,35.3,5,12,13.98,192,711,161,8,22.88,32,34,34.02,34.84,8.36,92.48,100.83,13.69
1260,21-22,R,R,30,36,24,251,69,185,61,115,17,46,38,1334.83,76,5.3,8,14,56.4,58,52.2,55.3,37.6,32,30.4,43,57,26.75,413,365,44,0,21.82,45,42,55.02,46.95,6.47,91.41,97.89,17.56
1260,22-23,R,R,28,29,16,234,69,185,76,89,17,30,40,1302.67,76,3.8,7,9,50.5,51.6,51.6,54.2,39.3,27.4,33.3,21,35,27.03,436,364,29,0,21.3,49,45,51.78,46.26,8.32,91.41,99.73,17.14
375,22-23,R,C,9,7,1,104,73,203,48,80,21,21,22,703.98,64,0.7,6,9,49.9,50.9,56.8,49.4,30,39.3,30.8,2,7,11.37,178,408,60,1,22.76,29,22,31.94,30.81,8.06,93.12,101.18,11
428,21-22,L,C,22,36,22,176,72,187,125,130,52,51,38,1454.5,79,2.2,45,17,49.6,49.4,44.5,63,41.7,33.8,24.5,180,293,23.71,314,949,202,13,22.78,41,51,44.5,49.68,7.33,90.91,98.24,18.41
375,23-24,R,C,11,9,4,112,73,203,51,75,30,23,22,766.25,75,3,7,14,55.2,56.8,50.9,39.3,23,41.5,35.5,1,3,10.1,212,494,88,4,22.94,28,27,31.03,23.75,7.22,90.91,98.13,10.22
428,22-23,L,C,39,51,30,228,72,187,114,147,49,62,61,1658.67,78,5.3,35,27,55.1,54.9,49.2,59.6,40,33,27.1,202,284,34.62,442,989,205,6,23.16,62,64,67.74,54.52,9.16,89.15,98.31,21.26
375,21-22,R,C,16,20,14,187,73,203,95,97,28,30,21,1067.3,74,0.5,14,14,55,55.9,54.3,51.6,33.1,35.9,31,4,8,17.2,318,426,49,3,22.19,44,37,42.15,32.18,7.63,91.4,99.02,14.42
724,22-23,L,L,9,1,1,80,74,210,146,46,18,10,19,548.6,51,-2.7,19,15,47.4,49.3,60,40.8,26,36.2,37.8,4,10,10.68,139,338,78,3,22.8,18,12,22.89,21.23,7.79,94.98,102.77,10.76
1431,21-22,L,L,26,34,23,111,72,203,160,97,28,46,44,1331.77,81,-5.7,18,19,42.9,42.2,50.4,47.8,32.2,32.6,35.2,131,197,17.09,188,488,56,0,21.69,60,59,43.65,56.11,12.05,90.98,103.03,16.44
724,23-24,L,L,5,8,7,92,74,210,208,82,37,17,24,868.78,80,-5.1,22,19,46.8,45.3,43.3,39.8,26,34.7,39.3,4,6,9.34,177,535,137,7,22.8,26,34,24.46,29.36,8.31,90.96,99.26,10.86
68,21-22,L,L,23,40,24,175,72,186,85,101,21,23,36,1227.85,79,5,45,32,57.1,56.5,59.8,58.1,38.3,34.1,27.6,8,8,24.89,296,629,106,3,22.8,87,59,65.4,43.26,12.99,88.95,101.94,15.54
724,21-22,L,L,6,11,5,91,74,210,201,90,18,13,16,817.45,80,-2.1,23,35,49.3,48.1,49,39.9,25.5,36,38.5,8,20,8.54,161,527,121,18,22.84,26,28,26.42,27.65,7.28,92.27,99.55,10.22
68,22-23,L,L,23,26,19,174,72,186,85,96,18,38,49,1295.35,82,0.9,43,42,51.7,52.6,64.3,62.4,41.5,33.4,25.1,1,1,27.81,298,607,118,4,22.47,65,36,66.85,53.77,10.27,93.65,103.92,15.8
900,21-22,L,L,25,19,15,125,74,186,63,175,32,33,53,1259.47,77,4,24,14,51.1,50.5,42.8,54.7,34.1,37.6,28.3,24,33,17.06,223,740,192,10,22.59,42,56,39.77,41.92,8.35,88.82,97.17,16.36
900,22-23,L,L,30,34,18,178,74,186,68,189,58,48,92,1510.4,81,2.8,30,23,53.7,53.2,56.7,60.4,35.8,40.8,23.4,23,58,26.92,307,691,176,5,22.61,59,45,60.87,52.18,9.2,92.23,101.43,18.65
900,23-24,L,L,26,49,38,184,74,186,55,158,45,39,54,1578.98,82,4.6,33,30,53.5,53.1,49.6,50.9,31.4,38.3,30.3,25,36,28.76,338,753,157,9,22.94,66,67,61.31,50.66,10.65,88.16,98.81,19.26
364,21-22,L,L,33,30,23,262,71,200,29,67,20,52,51,1368.3,80,3.8,25,17,51.3,50.4,50,59.1,39.7,32.8,27.5,91,133,30.61,406,334,29,0,21.75,63,64,55.22,55.43,9.62,89.63,99.25,17.1
900,24-25,L,L,35,55,34,228,74,186,59,138,60,96,30,1700.95,82,3.7,27,24,52.8,52.5,60,42.8,28.5,33.3,38.1,8,15,35.06,432,749,191,18,23.2,66,44,64.22,45.69,11.07,92.07,103.15,20.74
364,22-23,L,L,35,47,30,242,71,200,21,59,14,46,41,1374.38,79,4.2,30,13,54.4,52.8,57.5,63.3,41.7,34.1,24.2,142,158,34.33,433,217,22,0,21.32,80,59,63.59,59.45,12.14,90.53,102.67,17.4
1342,23-24,R,D,8,25,6,168,72,199,104,87,67,40,18,1547.52,66,-0.7,9,15,55.1,53,52.3,53.9,35.3,34.5,30.2,0,0,9.94,399,411,72,2,22.6,45,41,50.17,45.89,7.12,92.41,99.53,23.45
179,21-22,L,C,32,36,20,192,74,176,49,110,43,39,56,1487.6,80,0.8,30,5,50.5,50.4,50,58.3,40.5,30.6,28.9,238,302,24.3,387,706,139,4,22.25,42,41,46.88,47.47,7.53,92.76,100.28,18.6
1342,24-25,R,D,18,23,10,231,72,199,84,101,100,97,25,1861.07,81,-0.3,19,30,48,47.4,44.8,46.4,30.8,33.7,35.5,0,0,14.67,505,620,140,4,23.52,56,70,58.13,64.45,8.41,90.59,99,22.98
179,22-23,L,C,39,63,37,257,74,176,74,91,89,47,56,1644.38,80,3.9,39,7,50.3,50.7,55,53.2,35.3,33.8,31,442,555,34.55,489,750,155,2,23.3,65,54,49.68,45.01,12.15,89.53,101.68,20.55
389,22-23,L,D,3,13,4,87,76,211,143,108,96,32,29,1270.77,78,-1.5,10,27,51.6,51.8,58.4,54.8,34,38,28,0,0,3.29,196,226,16,0,20.85,52,37,46.75,45.03,9.76,91.94,101.7,16.29
316,21-22,R,C,29,41,23,159,75,207,36,116,47,60,49,1415.97,67,0.7,21,10,49.9,50,48.6,59,39,33.8,27.2,430,418,19.87,264,647,84,2,22.59,56,58,51.88,57.72,9.21,90.1,99.31,21.13
389,23-24,L,D,2,4,2,29,76,211,65,59,64,14,8,699.42,40,-6,9,6,47.3,48.3,53.8,39.4,24.4,38.2,37.4,0,0,1.81,86,100,6,0,20.75,21,18,20.19,18.11,8.68,92.74,101.42,17.49
316,22-23,R,C,42,26,15,206,75,207,50,108,38,45,61,1658.78,81,-0.7,27,12,51,49.5,50.4,60.5,45,25.6,29.4,579,628,35.57,363,734,105,2,22.68,56,55,61.64,59.64,8.72,91.92,100.65,20.48
389,21-22,L,D,10,11,7,97,76,211,118,93,73,29,23,1130.23,64,0.8,6,21,50.5,50.4,49.3,50.3,33.1,34.1,32.8,0,0,4.14,169,165,7,0,21.02,39,40,35.9,38.11,8.32,90.72,99.03,17.66
1031,21-22,R,D,3,16,6,83,72,205,73,79,60,36,12,1312.77,60,0.2,4,10,48.5,46.6,45.2,57,37.5,34.3,28.2,0,0,3.46,146,275,33,1,22.24,43,51,41.43,53.66,7.82,91.57,99.39,21.88
446,21-22,L,L,9,6,4,51,72,189,98,56,22,11,10,437.07,30,0,6,5,48.8,49.1,45.8,50,32.5,35,32.5,1,1,7.88,77,292,68,7,22.52,11,13,13.22,12.96,6.83,92.57,99.4,14.57
1031,22-23,R,D,3,10,3,79,72,205,63,95,58,32,20,1261.47,60,-0.3,5,15,50.7,49.3,45.3,50.6,35.3,30.2,34.4,0,0,2.72,153,272,36,0,21.58,54,65,52.91,56.52,9.64,89.36,99,21.02
446,22-23,L,L,16,19,12,115,72,189,190,105,68,24,33,1166.05,82,-2.8,27,15,50.5,52.8,57.9,51.4,35.4,31.1,33.5,3,22,19.32,192,743,164,10,22.79,40,30,41.02,33.83,9.55,91.94,101.48,14.22
446,23-24,L,L,7,9,6,73,72,189,148,103,62,13,31,962.75,66,-6.2,23,17,46.5,45.2,48.9,47.7,32.3,32.3,35.4,9,21,9.13,133,618,157,6,23.8,23,24,24.98,29.29,7.64,93.22,100.86,14.59
1107,21-22,R,R,16,36,27,220,70,192,80,120,34,28,22,1391.45,79,4.1,31,24,49.7,49.1,50.9,49.5,31.5,36.3,32.2,13,18,24.97,382,653,153,4,23.41,52,50,51.79,52.81,8.51,91.55,100.06,17.61
395,21-22,R,R,14,6,4,153,72,195,43,56,12,24,20,818.2,63,0,7,4,51.3,52.2,56.6,58,39.4,31.9,28.6,0,4,14.91,269,534,115,5,22.7,30,23,33.22,32.3,7.54,93.9,101.44,12.99
309,21-22,R,D,3,14,5,66,73,235,134,79,127,63,7,1289.02,62,-3.5,9,18,43.9,43.5,38.8,44.4,28.3,36.4,35.4,0,0,4.7,127,141,9,0,21.2,40,64,44.78,55.69,8.02,90.38,98.39,20.79
395,22-23,R,R,21,25,19,147,72,195,33,42,17,21,21,753.65,66,2.2,6,7,54.4,56,65.5,56.9,37.7,33.7,28.6,2,3,13.93,280,448,98,3,22.56,40,22,31.74,24.64,12.58,91.76,104.34,11.42
309,22-23,R,D,3,17,6,63,73,235,61,75,176,61,15,1388,62,-6.1,7,12,42,43.5,40.2,39.6,25.4,35.8,38.8,0,0,2.82,123,179,17,0,20.99,37,55,46.27,59.77,7.61,91.06,98.67,22.39
395,23-24,R,R,18,25,14,160,72,195,32,42,15,26,16,912.03,76,-0.6,11,11,46,45.7,47.4,48.5,31.5,35.1,33.4,8,4,16.23,292,517,113,2,22.43,38,41,29.94,36.62,11.01,90.53,101.55,12
907,21-22,R,D,4,8,3,68,79,225,248,173,112,38,9,1296.67,80,-3.9,7,16,45.8,47.1,48.1,38.7,24.9,35.5,39.6,0,0,3.26,158,293,42,0,21.75,39,42,38.64,41.33,8.65,91.83,100.48,16.21
907,22-23,R,D,6,10,5,86,79,225,224,188,128,51,13,1585.13,82,-6.4,18,27,47.2,46.6,49,33.6,20.9,37.6,41.4,0,0,4.33,211,402,53,2,22.37,51,53,53.88,55.56,8.51,91.88,100.4,19.33
609,24-25,R,D,5,28,15,131,74,200,23,136,121,63,24,1269.77,78,0,16,23,52.9,54.5,58,58.9,38.3,35,26.7,0,0,6.25,261,332,32,0,21.23,58,42,49.54,41.35,10.28,90.81,101.09,16.28
261,21-22,L,L,41,38,19,220,75,204,50,68,24,50,48,1340.2,74,9.4,7,11,55.6,55.9,60.7,64.8,46.4,28.4,25.2,0,0,28.29,400,264,23,0,21.39,68,44,60.82,41.84,10.4,91.59,101.98,18.11
261,22-23,L,L,46,63,39,313,75,204,57,82,19,66,62,1544.78,82,6.9,11,10,56.4,55.9,65.1,55.7,35.6,36.1,28.4,0,1,36.32,565,289,27,0,21.63,71,38,66.12,45.14,10.3,92.66,102.97,18.84
1303,23-24,L,D,4,22,9,86,76,215,149,141,207,24,31,1587.03,82,1.2,10,17,49.3,50.8,54.5,51.8,34.3,33.7,32,0,0,3.97,203,85,1,0,21.08,60,49,57.65,49.77,8.77,92.27,101.04,19.35
826,21-22,R,R,19,33,22,203,70,165,52,113,22,36,50,1263.33,77,4.4,33,14,53,53.6,61.4,50.5,33.3,33.9,32.7,5,5,19.8,331,661,83,3,22.85,60,38,50.03,42.53,9.6,92.8,102.4,16.41
1303,24-25,L,D,5,15,7,97,76,215,131,121,167,79,21,1649.25,82,0.3,6,16,51.6,51.8,61.2,54.9,35.5,35.4,29.1,0,0,4.83,230,102,1,0,20.27,68,43,64.12,52.45,10.32,92.69,103.01,20.11
826,22-23,R,R,17,29,13,167,70,165,47,93,20,37,46,1224.22,81,2.5,28,10,49.4,48.6,49.3,47.7,31,35.1,34,3,11,16.85,280,664,101,0,21.6,40,42,42.78,44.65,7.97,91.92,99.89,15.11
414,23-24,L,C,16,35,18,97,72,201,43,82,40,18,41,1386.27,75,-1.7,19,7,46.5,47,48.7,56.4,40.2,28.8,31.1,552,498,12.3,170,887,219,10,22.44,40,42,40.04,45.09,8.16,91.89,100.06,18.48
401,21-22,R,C,42,64,43,241,73,193,93,76,31,24,30,1497.13,81,0.2,10,18,51,51.1,60.9,53.6,39.4,26.5,34.2,545,523,29.33,401,537,79,0,21.79,67,43,49.98,44.54,12.5,92.25,104.75,18.48
414,24-25,L,C,13,38,18,73,72,201,33,63,50,58,30,1521.73,78,-3,15,11,46.2,44.6,45.4,44.9,31.2,30.4,38.4,761,713,7.79,128,711,166,6,22.83,45,55,34,49.46,10.37,89.56,99.93,19.51
401,22-23,R,C,34,50,30,240,73,193,92,89,51,54,25,1540.68,81,-2.8,17,23,49.4,49.5,54.7,52.6,38.5,26.8,34.7,501,430,33.87,448,495,77,2,22.53,63,52,52.07,51.62,11.15,91.19,102.34,19.02
822,21-22,R,R,7,17,12,142,69,185,54,70,29,20,17,841.03,56,3.1,27,25,51.3,51.1,50.7,48.1,31.1,35.4,33.5,13,22,20.66,250,415,71,2,22.11,32,31,34.73,33.82,8.42,91.39,99.81,15.02
311,21-22,L,D,3,11,5,76,75,212,106,80,70,38,18,1269.5,70,-4.3,2,9,43.7,43,53.6,32.3,20.5,36.6,43,0,0,4.46,142,244,26,0,21.4,52,44,41.59,48.71,10.74,92.76,103.51,18.14
822,22-23,R,R,8,6,5,93,69,185,18,36,13,17,5,528.42,37,1.9,13,17,49.6,50,48.7,47.4,28.3,40.3,31.4,6,11,11.15,177,246,54,1,22.13,19,20,18.95,20.93,8.92,89.58,98.5,14.28
